Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-436.491915	-279.509083	2.552448	1.590707	0.071688
-437.532747	-346.365034	2.557453	1.590846	0.071635
-438.257074	-158.589892	2.562458	1.590927	0.071781
-439.453783	-229.630335	2.567462	1.591087	0.071726
-440.581683	-322.522390	2.572467	1.591240	0.071653
-441.215388	-306.038242	2.577472	1.591321	0.071666
-442.558769	-294.718575	2.582477	1.591494	0.071674
-442.847193	-258.240111	2.587482	1.591529	0.071703
-444.190911	-327.473429	2.592486	1.591709	0.071648
-444.954635	-114.039264	2.597491	1.591793	0.071814
-446.238579	-298.444973	2.602496	1.591972	0.071670
-446.746651	-60.175023	2.607501	1.592021	0.071856
-448.443134	-96.000810	2.612506	1.592243	0.071828
-449.064081	-337.466855	2.617510	1.592341	0.071639
-450.127296	-42.635197	2.622515	1.592458	0.071869
-451.205673	-159.288215	2.627520	1.592606	0.071778
-452.232588	-103.826497	2.632525	1.592736	0.071820
-453.163986	-224.194161	2.637530	1.592865	0.071726
-454.266412	-358.469074	2.642534	1.593018	0.071621
-455.352820	-183.756811	2.647539	1.593146	0.071757
-456.633616	-189.006397	2.652544	1.593312	0.071753
-457.347333	-283.543488	2.657549	1.593412	0.071679
-458.423803	-276.066031	2.662554	1.593551	0.071685
-458.996123	-311.550287	2.667558	1.593628	0.071657
-460.508531	-9.668484	2.672563	1.593802	0.071892
-461.140214	-125.950219	2.677568	1.593893	0.071801
-462.060206	-242.611336	2.682573	1.594021	0.071710
-463.053888	-183.557023	2.687578	1.594145	0.071756
-464.414968	-251.014111	2.692582	1.594326	0.071703
-465.330502	-151.799635	2.697587	1.594438	0.071780
-466.260906	-214.275278	2.702592	1.594563	0.071731
-467.524544	-272.198236	2.707597	1.594731	0.071685
-468.327373	-338.306993	2.712602	1.594840	0.071633
-469.510957	-352.948432	2.717606	1.594995	0.071622
-470.390797	-309.704863	2.722611	1.595106	0.071655
-471.328038	-236.685988	2.727616	1.595222	0.071712
-472.193622	-274.175373	2.732621	1.595338	0.071682
-473.333924	-139.130156	2.737626	1.595476	0.071787
-474.160893	-343.325992	2.742630	1.595598	0.071628
-474.985405	-189.878839	2.747635	1.595694	0.071747
-476.260732	-307.360330	2.752640	1.595868	0.071656
-477.403656	-237.620586	2.757645	1.596011	0.071710
-478.101635	-162.747385	2.762650	1.596096	0.071768
-479.359415	-226.415891	2.767654	1.596264	0.071718
-480.373469	-184.616653	2.772659	1.596393	0.071750
-481.318430	-213.552106	2.777664	1.596517	0.071727
-482.472038	-253.655203	2.782669	1.596670	0.071696
-483.376800	-166.919914	2.787674	1.596781	0.071763
-484.428117	-144.997920	2.792678	1.596916	0.071780
-485.250767	-240.412473	2.797683	1.597030	0.071705
-486.250317	-167.741823	2.802688	1.597154	0.071762
-487.310469	-155.983853	2.807693	1.597291	0.071771
-488.350705	-270.346213	2.812698	1.597434	0.071681
-489.611527	-264.415509	2.817702	1.597597	0.071686
-490.577323	-318.789269	2.822707	1.597726	0.071643
-491.455385	-256.232179	2.827712	1.597836	0.071691
-492.285647	-102.870059	2.832717	1.597933	0.071811
-493.335377	-269.984867	2.837722	1.598081	0.071680
-494.370952	-127.166039	2.842726	1.598205	0.071791
-495.369333	-56.328543	2.847731	1.598330	0.071846
-496.664224	-143.903952	2.852736	1.598504	0.071778
-497.542883	-174.412990	2.857741	1.598620	0.071754
-498.326907	-258.509515	2.862746	1.598728	0.071688
-499.619679	-205.030796	2.867750	1.598892	0.071729
-500.355269	-59.088714	2.872755	1.598977	0.071843
-501.381563	-141.291043	2.877760	1.599117	0.071779
-502.143662	-146.705968	2.882765	1.599216	0.071774
-503.607625	25.180064	2.887770	1.599394	0.071908
-504.580888	-184.030317	2.892774	1.599535	0.071744
-505.642015	-90.892443	2.897779	1.599666	0.071817
-506.646663	4.861190	2.902784	1.599790	0.071891
-507.578720	-114.674457	2.907789	1.599919	0.071798
-508.460283	-36.499026	2.912794	1.600028	0.071858
-509.598364	-189.288724	2.917798	1.600187	0.071739
-510.399557	-252.795385	2.922803	1.600295	0.071689
-511.403313	-97.104612	2.927808	1.600415	0.071810
-512.255277	-171.318517	2.932813	1.600531	0.071752
-513.429523	-343.715683	2.937818	1.600695	0.071618
-514.562930	-272.352398	2.942822	1.600837	0.071673
-515.406886	-198.763566	2.947827	1.600942	0.071730
-516.256486	-220.141234	2.952832	1.601054	0.071713
-517.258121	-57.161955	2.957837	1.601172	0.071840
-518.717831	-164.203161	2.962842	1.601369	0.071756
-519.409641	-31.658213	2.967846	1.601450	0.071859
-520.335559	-352.681730	2.972851	1.601593	0.071609
-521.439244	-80.767461	2.977856	1.601717	0.071821
-522.228025	-105.118498	2.982861	1.601821	0.071801
-523.663043	-83.594730	2.987866	1.602006	0.071818
-524.271323	-190.517424	2.992870	1.602093	0.071734
-525.597528	-305.347708	2.997875	1.602273	0.071644
-526.688457	-323.923676	3.002880	1.602416	0.071630
-527.384401	-135.463314	3.007885	1.602493	0.071776
-528.394692	-337.858759	3.012890	1.602639	0.071618
-529.109791	-239.493077	3.017894	1.602725	0.071695
-530.718017	-216.191465	3.022899	1.602932	0.071713
-531.446619	-104.187600	3.027904	1.603018	0.071800
-532.524709	-45.054682	3.032909	1.603154	0.071846
-533.437805	-125.855386	3.037914	1.603279	0.071782
-534.785825	-235.667237	3.042918	1.603461	0.071696
-535.799053	-322.840686	3.047923	1.603599	0.071628
-536.425061	-210.940216	3.052928	1.603673	0.071715
-537.273327	-85.082085	3.057933	1.603774	0.071813
-538.338239	-108.884829	3.062938	1.603914	0.071794
-539.399695	-239.757431	3.067942	1.604061	0.071692
-540.473858	-126.112568	3.072947	1.604193	0.071780
-541.406710	-203.609153	3.077952	1.604320	0.071720
-542.221933	-269.200674	3.082957	1.604430	0.071668
-543.036849	-214.785269	3.087962	1.604532	0.071710
-544.496306	-285.894246	3.092966	1.604727	0.071655
-545.409050	-213.533924	3.097971	1.604840	0.071711
-546.449242	-292.940365	3.102976	1.604981	0.071649
-547.654284	-166.814332	3.107981	1.605129	0.071747
-548.607521	-27.312987	3.112986	1.605243	0.071855
-549.383566	-58.744444	3.117990	1.605346	0.071830
-550.640495	-83.603459	3.122995	1.605511	0.071811
-551.378545	-212.549945	3.128000	1.605616	0.071710
-552.366923	-322.399061	3.133005	1.605752	0.071624
-553.669971	-193.149968	3.138010	1.605912	0.071725
-554.412553	-276.521626	3.143014	1.606015	0.071659
-555.704225	-106.520584	3.148019	1.606170	0.071792
-556.489080	-351.810497	3.153024	1.606290	0.071600
-557.611930	-245.463993	3.158029	1.606428	0.071683
-558.275975	-118.766165	3.163034	1.606506	0.071781
-559.415814	-183.042774	3.168038	1.606658	0.071731
-560.466500	-192.466171	3.173043	1.606796	0.071723
-561.881286	-78.814464	3.178048	1.606971	0.071812
-562.782739	-282.804165	3.183053	1.607103	0.071652
-563.576723	-119.112100	3.188058	1.607195	0.071780
-564.835935	-288.183957	3.193062	1.607370	0.071648
-565.654934	-164.400645	3.198067	1.607468	0.071744
-566.518602	-263.892898	3.203072	1.607587	0.071666
-567.236609	-80.523835	3.208077	1.607668	0.071809
-568.612961	-99.974985	3.213082	1.607848	0.071793
-569.361844	-199.968572	3.218086	1.607952	0.071715
-570.639892	-290.714275	3.223091	1.608125	0.071644
-571.788511	-356.057227	3.228096	1.608279	0.071593
-572.773231	-274.688839	3.233101	1.608401	0.071656
-573.480770	-167.171952	3.238106	1.608486	0.071740
-574.434703	-316.961816	3.243110	1.608620	0.071623
-575.646866	-277.568127	3.248115	1.608775	0.071653
-576.523397	-307.364118	3.253120	1.608891	0.071630
-577.474884	-200.848912	3.258125	1.609007	0.071712
-578.578631	-220.471597	3.263130	1.609152	0.071697
-579.794289	-308.159619	3.268134	1.609316	0.071628
-580.703860	-242.713842	3.273139	1.609430	0.071679
-581.643669	-374.126167	3.278144	1.609562	0.071576
-582.492537	-191.227751	3.283149	1.609659	0.071719
-584.033768	-356.939459	3.288154	1.609871	0.071589
-584.766545	-163.868652	3.293158	1.609953	0.071739
-585.653640	-301.198848	3.298163	1.610078	0.071632
-586.634566	-68.616161	3.303168	1.610189	0.071813
-587.956660	-214.274142	3.308173	1.610371	0.071699
-588.741756	-228.190080	3.313178	1.610474	0.071688
-589.307300	-253.678339	3.318182	1.610550	0.071668
-590.671773	-359.379376	3.323187	1.610734	0.071585
-591.420916	-162.686870	3.328192	1.610818	0.071739
-592.585245	-71.635468	3.333197	1.610963	0.071809
-593.599373	-181.376461	3.338202	1.611103	0.071723
-594.573222	-193.528031	3.343206	1.611230	0.071714
-595.779940	-366.852093	3.348211	1.611399	0.071578
-596.828197	-210.796979	3.353216	1.611524	0.071700
-597.447567	-157.966496	3.358221	1.611601	0.071741
-598.453150	-296.202103	3.363226	1.611742	0.071633
-599.682001	-348.104309	3.368230	1.611906	0.071592
-600.617791	-173.097660	3.373235	1.612015	0.071728
-601.560631	-300.505128	3.378240	1.612147	0.071628
-602.737838	-273.223046	3.383245	1.612298	0.071649
-603.451266	-174.044188	3.388250	1.612384	0.071727
-604.318917	-57.145059	3.393254	1.612488	0.071817
-605.595271	-61.838580	3.398259	1.612654	0.071813
-606.607197	-137.894877	3.403264	1.612791	0.071754
-607.582082	-182.755437	3.408269	1.612921	0.071719
-608.769782	-271.879204	3.413274	1.613082	0.071649
-609.729998	-323.632757	3.418278	1.613211	0.071608
-610.577361	-278.472527	3.423283	1.613318	0.071643
-611.711003	-181.200221	3.428288	1.613458	0.071719
-612.531214	-207.242188	3.433293	1.613567	0.071698
-613.720355	-223.495387	3.438298	1.613723	0.071685
-614.686027	-206.068574	3.443302	1.613847	0.071699
-615.617741	-180.313005	3.448307	1.613967	0.071718
-616.886284	-266.563194	3.453312	1.614138	0.071651
-617.675389	-222.072827	3.458317	1.614237	0.071685
-618.719810	-194.840877	3.463322	1.614371	0.071706
-619.776280	-241.964093	3.468326	1.614512	0.071669
-620.586682	-254.970573	3.473331	1.614619	0.071659
-621.734386	-212.738722	3.478336	1.614765	0.071692
-622.965265	-233.701724	3.483341	1.614926	0.071675
-623.964814	-77.786856	3.488346	1.615045	0.071796
-624.613342	-240.566847	3.493350	1.615141	0.071669
-626.063391	-248.055591	3.498355	1.615331	0.071663
-626.639297	-162.061010	3.503360	1.615400	0.071730
-627.877342	-320.778238	3.508365	1.615572	0.071606
-628.584556	-293.601929	3.513370	1.615662	0.071627
-629.507215	-65.061502	3.518374	1.615766	0.071805
-630.589064	-249.445581	3.523379	1.615920	0.071661
-631.556097	-253.065303	3.528384	1.616046	0.071658
-632.402415	-101.981440	3.533389	1.616145	0.071775
-633.599334	-203.934552	3.538394	1.616308	0.071695
-634.855830	-92.493703	3.543398	1.616464	0.071782
-635.816124	-337.956484	3.548403	1.616606	0.071590
-636.864641	-269.824323	3.553408	1.616738	0.071643
-637.590400	-208.718759	3.558413	1.616828	0.071691
-638.747542	-205.562110	3.563418	1.616978	0.071693
-640.066319	-339.457569	3.568422	1.617160	0.071588
-640.757846	-231.132934	3.573427	1.617242	0.071672
-641.668639	-93.842070	3.578432	1.617351	0.071779
-642.649337	-190.386153	3.583437	1.617485	0.071704
-643.628617	-153.840884	3.588442	1.617610	0.071732
-644.395272	-344.165958	3.593446	1.617724	0.071583
-646.101364	-287.640471	3.598451	1.617941	0.071627
-647.133141	-229.905798	3.603456	1.618072	0.071672
-647.726426	-278.177262	3.608461	1.618153	0.071634
-649.027312	-59.202660	3.613466	1.618306	0.071804
-649.716495	-230.553158	3.618470	1.618408	0.071670
-650.889962	-188.487788	3.623475	1.618558	0.071703
-651.782219	-169.915204	3.628480	1.618673	0.071717
-652.893210	-177.935513	3.633485	1.618818	0.071711
-653.926677	-123.459631	3.638490	1.618949	0.071753
-654.981029	-278.121105	3.643494	1.619097	0.071632
-655.922054	-249.490660	3.648499	1.619217	0.071654
-656.703016	-126.933436	3.653504	1.619310	0.071749
-657.650520	-239.561361	3.658509	1.619442	0.071661
-658.656039	-353.833641	3.663514	1.619581	0.071572
-659.358796	-338.408522	3.668518	1.619672	0.071584
-660.354363	-241.088347	3.673523	1.619794	0.071660
-661.570661	-249.755607	3.678528	1.619953	0.071652
-662.270748	-121.031206	3.683533	1.620035	0.071753
-663.634355	-52.036646	3.688538	1.620208	0.071806
-664.789065	-139.751346	3.693542	1.620364	0.071737
-665.682611	-258.365798	3.698547	1.620489	0.071645
-666.469744	-211.817555	3.703552	1.620588	0.071681
-667.629191	-139.925419	3.708557	1.620734	0.071736
-668.928010	-245.335450	3.713562	1.620911	0.071654
-670.044188	-295.748191	3.718566	1.621060	0.071614
-670.757650	-289.016024	3.723571	1.621152	0.071619
-671.585279	-249.605626	3.728576	1.621257	0.071650
-672.763091	-242.512867	3.733581	1.621410	0.071655
-673.646326	-292.158274	3.738586	1.621529	0.071616
-674.724762	-240.476896	3.743590	1.621666	0.071656
-675.803010	-160.678460	3.748595	1.621800	0.071718
-676.839269	-268.684339	3.753600	1.621943	0.071634
-677.745508	-234.841147	3.758605	1.622059	0.071660
-678.592427	-77.093661	3.763610	1.622158	0.071783
-679.764408	-336.100185	3.768614	1.622329	0.071580
-680.855191	-325.144752	3.773619	1.622470	0.071589
-681.736417	-264.519484	3.778624	1.622581	0.071636
-682.815324	-290.387635	3.783629	1.622723	0.071615
-683.591653	-234.620872	3.788634	1.622820	0.071659
-684.835238	-234.244523	3.793638	1.622982	0.071658
-686.083313	-326.200521	3.798643	1.623151	0.071586
-686.961509	-325.576309	3.803648	1.623266	0.071587
-687.768847	-187.094088	3.808653	1.623361	0.071694
-688.982691	-151.002623	3.813658	1.623516	0.071722
-689.740789	-272.483531	3.818662	1.623624	0.071627
-690.778206	-253.280860	3.823667	1.623758	0.071642
-691.814705	-244.451815	3.828672	1.623892	0.071649
-692.833630	-162.633402	3.833677	1.624019	0.071712
-693.868731	-333.304865	3.838682	1.624166	0.071579
-694.830561	-147.603198	3.843686	1.624278	0.071723
-695.918460	-250.611689	3.848691	1.624427	0.071643
-696.872313	-184.256079	3.853696	1.624547	0.071694
-697.871371	-341.631711	3.858701	1.624688	0.071571
-698.794748	-227.912020	3.863706	1.624801	0.071660
-699.774947	-286.202963	3.868710	1.624932	0.071614
-701.084369	-132.656894	3.873715	1.625092	0.071733
-701.762499	-195.972290	3.878720	1.625185	0.071684
-702.931665	-199.024125	3.883725	1.625337	0.071681
-703.817575	-170.762090	3.888730	1.625451	0.071703
-704.785710	-351.328407	3.893734	1.625590	0.071562
-705.721165	-320.328541	3.898739	1.625710	0.071586
-706.815452	-227.755409	3.903744	1.625846	0.071658
-707.842943	-250.036799	3.908749	1.625981	0.071640
-709.045725	-161.137466	3.913754	1.626132	0.071709
-710.130367	-160.269448	3.918758	1.626273	0.071710
-710.932470	-332.238189	3.923763	1.626390	0.071575
-711.942960	-166.804128	3.928768	1.626510	0.071704
-712.728275	-340.836768	3.933773	1.626625	0.071568
-714.008823	-158.414139	3.938778	1.626778	0.071710
-715.136555	-138.005053	3.943782	1.626924	0.071726
-716.270449	-150.040465	3.948787	1.627072	0.071716
-716.965014	-255.194023	3.953792	1.627171	0.071634
-717.831728	-169.665944	3.958797	1.627278	0.071700
-719.032938	-251.439436	3.963802	1.627440	0.071636
-719.976937	-136.742600	3.968806	1.627555	0.071725
-720.818169	-272.216710	3.973811	1.627674	0.071620
-721.873661	-164.452774	3.978816	1.627804	0.071703
-722.606523	-269.731159	3.983821	1.627907	0.071621
-723.953453	-103.828238	3.988826	1.628071	0.071750
-725.175989	-179.332065	3.993830	1.628235	0.071691
-725.985422	-145.301758	3.998835	1.628339	0.071717
-726.656569	-76.549498	4.003840	1.628421	0.071771
-727.768273	-283.558942	4.008845	1.628581	0.071609
-728.965119	-298.582688	4.013850	1.628738	0.071597
-730.067452	-271.362502	4.018854	1.628880	0.071618
-730.938494	-264.959488	4.023859	1.628993	0.071623
-731.991566	-255.161287	4.028864	1.629130	0.071630
-732.876550	-227.719159	4.033869	1.629243	0.071651
-733.679224	-81.285687	4.038874	1.629337	0.071765
-734.903513	-111.691621	4.043878	1.629499	0.071741
-735.966783	-137.808923	4.048883	1.629640	0.071720
-736.857108	-299.262473	4.053888	1.629767	0.071594
-737.631243	-136.922290	4.058893	1.629857	0.071721
-739.030762	-156.458588	4.063898	1.630040	0.071705
-739.885859	-333.821459	4.068902	1.630165	0.071567
-740.923842	-217.936376	4.073907	1.630292	0.071657
-742.008317	-65.528043	4.078912	1.630422	0.071775
-743.129607	-204.244218	4.083917	1.630578	0.071667
-743.948805	-162.890493	4.088922	1.630682	0.071699
-744.986394	-161.130760	4.093926	1.630818	0.071700
-745.853864	-197.899068	4.098931	1.630933	0.071671
-746.913387	-136.538348	4.103936	1.631067	0.071719
-747.947252	-217.860603	4.108941	1.631208	0.071655
-749.069259	-219.664070	4.113946	1.631354	0.071653
-750.028558	-233.440282	4.118950	1.631480	0.071642
-750.894874	-128.060109	4.123955	1.631586	0.071724
-751.870558	-105.436476	4.128960	1.631712	0.071741
-752.876047	-190.140533	4.133965	1.631849	0.071675
-753.942910	-237.441092	4.138970	1.631991	0.071638
-754.935837	-144.069017	4.143974	1.632114	0.071711
-755.951478	-275.693491	4.148979	1.632256	0.071608
-757.108790	-164.973865	4.153984	1.632399	0.071694
-758.021285	-337.800283	4.158989	1.632530	0.071559
-759.353818	-222.749562	4.163994	1.632696	0.071648
-759.902571	-148.795181	4.168998	1.632762	0.071706
-761.024275	-351.508348	4.174003	1.632923	0.071547
-762.074061	-287.673695	4.179008	1.633056	0.071597
-763.093908	-99.255740	4.184013	1.633175	0.071743
-764.296933	-230.373983	4.189018	1.633341	0.071641
-765.173357	-182.613313	4.194022	1.633452	0.071678
-766.202836	-179.567342	4.199027	1.633586	0.071680
-766.996039	-302.706512	4.204032	1.633699	0.071584
-768.047076	-271.311365	4.209037	1.633834	0.071608
-769.008662	-138.439676	4.214042	1.633950	0.071711
-770.215326	-288.870291	4.219046	1.634118	0.071594
-770.834343	-124.072682	4.224051	1.634187	0.071722
-772.236266	-172.557087	4.229056	1.634373	0.071684
-773.170503	-268.233347	4.234061	1.634502	0.071609
-774.143889	-323.247673	4.239066	1.634633	0.071566
-774.958292	-182.836025	4.244070	1.634729	0.071675
-775.676792	-199.319920	4.249075	1.634824	0.071662
-777.208447	-146.980614	4.254080	1.635020	0.071703
-778.350353	-179.127890	4.259085	1.635171	0.071677
-779.478664	-279.588400	4.264090	1.635326	0.071599
-780.025213	-111.098401	4.269094	1.635385	0.071730
-780.993172	-278.300852	4.274099	1.635524	0.071599
-782.270785	-321.020097	4.279104	1.635693	0.071566
-783.044550	-195.381124	4.284109	1.635785	0.071663
-784.120661	-224.740975	4.289114	1.635928	0.071640
-784.778899	-234.925737	4.294118	1.636015	0.071632
-785.680298	-298.247643	4.299123	1.636137	0.071582
-786.719960	-123.243525	4.304128	1.636260	0.071719
-788.059202	-95.112044	4.309133	1.636433	0.071740
-789.092460	-261.104132	4.314138	1.636580	0.071610
-789.867480	-353.360445	4.319142	1.636687	0.071538
-790.840033	-125.711413	4.324147	1.636798	0.071716
-792.166572	-220.838231	4.329152	1.636978	0.071641
-793.148304	-312.381594	4.334157	1.637113	0.071569
-794.151033	-71.220386	4.339162	1.637226	0.071757
-795.352015	-191.609303	4.344166	1.637392	0.071663
-796.210451	-171.289430	4.349171	1.637502	0.071679
-797.245525	-322.758902	4.354176	1.637648	0.071560
-797.913606	-140.245481	4.359181	1.637722	0.071702
